campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,budget_cat,revenue_cat,roi_cat
Object-based web-enabled intranet,2023-06-01 00:00:00+00:00,2023-08-11 00:00:00+00:00,3229726.0,-0.715147575986322,webinar,B2B,promotion,0.17,919995.28,71.0,Muy Alto,Muy Alto,Pérdida
Universal exuding artificial intelligence,2023-04-25 00:00:00+00:00,2024-07-24 00:00:00+00:00,803725.0,-0.6762522006905347,webinar,B2B,paid,0.3,260204.2,456.0,Muy Alto,Muy Alto,Pérdida
Cross-group bandwidth-monitored time-frame,2022-11-30 00:00:00+00:00,2024-03-18 00:00:00+00:00,5187197.0,-0.9248207615789414,email,B2B,paid,0.55,389969.52,474.0,Muy Alto,Muy Alto,Pérdida
Customer-focused web-enabled framework,2023-01-04 00:00:00+00:00,2023-12-30 00:00:00+00:00,316285.0,0.9762662788308013,social media,B2B,organic,0.71,625063.38,360.0,Muy Alto,Muy Alto,Bajo
Synergized local emulation,2023-04-20 00:00:00+00:00,2023-12-10 00:00:00+00:00,179379.0,1.4592031397209262,webinar,B2B,promotion,0.3,441129.4,234.0,Alto,Muy Alto,Medio
Multi-tiered object-oriented knowledge user,2023-04-22 00:00:00+00:00,2023-10-28 00:00:00+00:00,5280487.0,-0.8333285547336826,email,B2C,paid,0.25,880106.4,189.0,Muy Alto,Muy Alto,Pérdida
Multi-lateral mission-critical productivity,2023-04-21 00:00:00+00:00,2023-09-12 00:00:00+00:00,7194027.0,-0.8998482199191078,social media,B2B,referral,0.73,720494.61,144.0,Muy Alto,Muy Alto,Pérdida
Re-contextualized reciprocal secured line,2023-03-19 00:00:00+00:00,2023-10-09 00:00:00+00:00,8364554.0,-0.9273166483233893,social media,B2B,referral,0.27,607963.82,204.0,Muy Alto,Muy Alto,Pérdida
Compatible actuating utilization,2022-09-29 00:00:00+00:00,2024-03-14 00:00:00+00:00,4089528.0,-0.9210677931536354,webinar,B2C,promotion,0.53,322795.47,532.0,Muy Alto,Muy Alto,Pérdida
Compatible full-range open system,2023-05-29 00:00:00+00:00,2024-06-04 00:00:00+00:00,3389888.0,-0.9113762667085166,social media,B2B,referral,0.58,300424.53,372.0,Muy Alto,Muy Alto,Pérdida
Switchable incremental collaboration,2023-03-28 00:00:00+00:00,2023-11-28 00:00:00+00:00,4631028.0,-0.8950445451852159,webinar,B2B,paid,0.53,486051.65,245.0,Muy Alto,Muy Alto,Pérdida
Monitored maximized project,2023-05-07 00:00:00+00:00,2024-05-17 00:00:00+00:00,320956.0,0.378134074452573,email,B2B,promotion,0.37,442320.4,376.0,Muy Alto,Muy Alto,Bajo
Compatible grid-enabled info-mediaries,2023-01-27 00:00:00+00:00,2023-11-21 00:00:00+00:00,9601969.0,-0.9284195491570532,webinar,B2C,organic,0.57,687313.27,298.0,Muy Alto,Muy Alto,Pérdida
Cloned foreground portal,2022-09-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,1390821.0,-0.4128619067442899,podcast,B2B,promotion,0.88,816603.99,337.0,Muy Alto,Muy Alto,Pérdida
Devolved homogeneous projection,2023-04-25 00:00:00+00:00,2024-05-24 00:00:00+00:00,483332.0,0.7884970786126306,webinar,B2C,promotion,0.22,864437.87,395.0,Muy Alto,Muy Alto,Bajo
Profound non-volatile complexity,2022-10-03 00:00:00+00:00,2023-08-18 00:00:00+00:00,2882753.0,-0.745376936560295,social media,B2C,paid,0.94,734015.4,319.0,Muy Alto,Muy Alto,Pérdida
Focused holistic collaboration,2023-01-31 00:00:00+00:00,2023-11-02 00:00:00+00:00,8944032.0,-0.8958270923002064,email,B2C,promotion,0.85,931725.82,275.0,Muy Alto,Muy Alto,Pérdida
Optimized zero administration task-force,2022-12-31 00:00:00+00:00,2024-01-14 00:00:00+00:00,3156429.0,-0.704988384025112,podcast,B2B,referral,0.83,931183.22,379.0,Muy Alto,Muy Alto,Pérdida
Customizable zero administration application,2022-08-27 00:00:00+00:00,2024-01-01 00:00:00+00:00,864922.0,-0.8584858519034086,podcast,B2B,paid,0.23,122398.7,492.0,Muy Alto,Alto,Pérdida
Balanced multi-tasking adapter,2023-07-13 00:00:00+00:00,2024-06-23 00:00:00+00:00,1394561.0,-0.430060147960541,email,B2B,promotion,0.57,794815.89,346.0,Muy Alto,Muy Alto,Pérdida
Ameliorated grid-enabled capability,2023-01-19 00:00:00+00:00,2023-10-02 00:00:00+00:00,1310534.0,-0.6171296967495692,social media,B2B,paid,0.6,501764.55,256.0,Muy Alto,Muy Alto,Pérdida
Monitored full-range matrix,2022-09-02 00:00:00+00:00,2023-10-11 00:00:00+00:00,2777185.0,-0.7574611810160289,social media,B2B,referral,0.58,673575.17,404.0,Muy Alto,Muy Alto,Pérdida
Multi-tiered empowering adapter,2023-02-24 00:00:00+00:00,2023-09-29 00:00:00+00:00,3054422.0,-0.9868232123786431,podcast,B2B,organic,0.47,40247.47,217.0,Muy Alto,Bajo,Pérdida
Re-contextualized mission-critical help-desk,2023-03-28 00:00:00+00:00,2023-11-22 00:00:00+00:00,3528684.0,-0.94472465088968,webinar,B2B,paid,0.45,195049.24,239.0,Muy Alto,Alto,Pérdida
Face-to-face foreground service-desk,2023-03-15 00:00:00+00:00,2024-05-07 00:00:00+00:00,2325487.0,-0.6485223912238598,social media,B2C,promotion,0.59,817356.61,419.0,Muy Alto,Muy Alto,Pérdida
Re-contextualized solution-oriented circuit,2022-08-25 00:00:00+00:00,2023-12-04 00:00:00+00:00,2910158.0,-0.7256030634762787,email,B2C,referral,0.57,798538.44,466.0,Muy Alto,Muy Alto,Pérdida
Managed didactic system engine,2023-07-14 00:00:00+00:00,2024-07-18 00:00:00+00:00,3135899.0,-0.8792006598426798,social media,B2C,referral,0.86,378814.53,370.0,Muy Alto,Muy Alto,Pérdida
Expanded 4thgeneration groupware,2023-04-02 00:00:00+00:00,2023-08-23 00:00:00+00:00,5172595.0,-0.8735606209262469,email,B2B,paid,0.72,654019.7,143.0,Muy Alto,Muy Alto,Pérdida
Total well-modulated knowledge user,2022-08-22 00:00:00+00:00,2023-10-19 00:00:00+00:00,2846875.0,-0.9468041624588365,webinar,B2C,organic,0.11,151441.9,423.0,Muy Alto,Alto,Pérdida
Polarized high-level ability,2022-09-20 00:00:00+00:00,2024-03-22 00:00:00+00:00,862743.0,-0.04606536361349782,email,B2B,promotion,0.75,823000.43,549.0,Muy Alto,Muy Alto,Pérdida
Reduced high-level methodology,2023-04-12 00:00:00+00:00,2024-02-27 00:00:00+00:00,9207241.0,-0.9990429358805749,email,B2B,organic,0.54,8811.92,321.0,Muy Alto,Muy Bajo,Pérdida
Robust executive migration,2023-01-29 00:00:00+00:00,2023-12-05 00:00:00+00:00,4280451.0,-0.8480125271846354,podcast,B2C,organic,0.79,650574.93,310.0,Muy Alto,Muy Alto,Pérdida
Inverse background firmware,2022-09-08 00:00:00+00:00,2024-05-01 00:00:00+00:00,427096.0,-0.9276106776930714,email,B2B,promotion,0.8,30917.19,601.0,Muy Alto,Bajo,Pérdida
Vision-oriented client-server conglomeration,2022-08-30 00:00:00+00:00,2024-02-21 00:00:00+00:00,6851474.0,-0.9820379935762729,podcast,B2B,organic,0.75,123066.22,540.0,Muy Alto,Alto,Pérdida
Reduced motivating analyzer,2023-07-18 00:00:00+00:00,2024-07-16 00:00:00+00:00,768490.0,-0.4096598524378977,webinar,B2C,promotion,0.45,453670.5,364.0,Muy Alto,Muy Alto,Pérdida
Focused empowering capacity,2023-05-04 00:00:00+00:00,2024-05-23 00:00:00+00:00,742785.0,0.16239269775237786,social media,B2B,promotion,0.12,863407.86,385.0,Muy Alto,Muy Alto,Bajo
Front-line multi-tasking moderator,2023-01-09 00:00:00+00:00,2024-04-18 00:00:00+00:00,2167414.0,-0.5766543632181023,podcast,B2B,promotion,0.65,917565.26,465.0,Muy Alto,Muy Alto,Pérdida
Realigned 24/7 hub,2022-09-21 00:00:00+00:00,2024-05-23 00:00:00+00:00,7286467.0,-0.9505394452482938,social media,B2C,referral,0.7,360392.7,610.0,Muy Alto,Muy Alto,Pérdida
De-engineered 6thgeneration parallelism,2023-01-29 00:00:00+00:00,2024-07-12 00:00:00+00:00,4721862.0,-0.8026965824075334,podcast,B2B,referral,0.96,931639.51,530.0,Muy Alto,Muy Alto,Pérdida
Mandatory 3rdgeneration matrices,2023-07-02 00:00:00+00:00,2023-10-28 00:00:00+00:00,2970916.0,-0.7267339870935429,social media,B2C,referral,0.12,811850.37,118.0,Muy Alto,Muy Alto,Pérdida
Compatible full-range toolset,2023-01-23 00:00:00+00:00,2023-08-07 00:00:00+00:00,5519685.0,-0.8983553644818499,podcast,B2B,promotion,0.4,561046.37,196.0,Muy Alto,Muy Alto,Pérdida
Switchable 3rdgeneration projection,2023-07-01 00:00:00+00:00,2023-12-07 00:00:00+00:00,7256645.0,-0.9017409615600598,podcast,B2C,referral,0.33,713030.96,159.0,Muy Alto,Muy Alto,Pérdida
Programmable homogeneous projection,2022-09-24 00:00:00+00:00,2023-11-12 00:00:00+00:00,110063.0,-0.966916220709957,podcast,B2C,promotion,0.98,3641.3,414.0,Alto,Muy Bajo,Pérdida
Decentralized contextually-based capability,2023-02-22 00:00:00+00:00,2024-06-09 00:00:00+00:00,995082.0,-0.5147682804030221,webinar,B2C,referral,0.5,482845.35,473.0,Muy Alto,Muy Alto,Pérdida
Exclusive next generation info-mediaries,2023-03-26 00:00:00+00:00,2024-04-04 00:00:00+00:00,3811782.0,-0.8424075406201089,podcast,B2C,promotion,0.4,600708.1,375.0,Muy Alto,Muy Alto,Pérdida
Cloned scalable strategy,2022-09-01 00:00:00+00:00,2024-06-14 00:00:00+00:00,747207.0,0.036348026718165116,email,B2B,paid,0.49,774366.5,652.0,Muy Alto,Muy Alto,Bajo
Public-key full-range matrices,2023-07-16 00:00:00+00:00,2023-09-03 00:00:00+00:00,3722122.0,-0.8169417552675597,email,B2C,organic,0.1,681365.12,49.0,Muy Alto,Muy Alto,Pérdida
Multi-layered methodical structure,2022-09-29 00:00:00+00:00,2024-05-03 00:00:00+00:00,3368283.0,-0.9436639053191195,social media,B2C,referral,0.25,189755.91,582.0,Muy Alto,Alto,Pérdida
Organic holistic Graphical User Interface,2023-07-05 00:00:00+00:00,2023-12-03 00:00:00+00:00,181082.0,0.4936956185595477,email,B2C,promotion,0.87,270481.39,151.0,Alto,Muy Alto,Bajo
Multi-channeled upward-trending instruction set,2023-02-28 00:00:00+00:00,2024-03-06 00:00:00+00:00,2984015.0,-0.7884234228045099,webinar,B2B,organic,0.78,631347.68,372.0,Muy Alto,Muy Alto,Pérdida
Managed even-keeled Internet solution,2023-03-09 00:00:00+00:00,2024-01-12 00:00:00+00:00,813421.0,-0.5549288744696781,email,B2C,promotion,0.91,362030.2,309.0,Muy Alto,Muy Alto,Pérdida
Customer-focused systemic capability,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,9673122.0,-0.9223722020667164,social media,B2B,organic,0.8,750903.16,456.0,Muy Alto,Muy Alto,Pérdida
Inverse non-volatile superstructure,2022-08-06 00:00:00+00:00,2023-12-13 00:00:00+00:00,2732938.0,-0.6803366962587516,email,B2B,organic,0.6,873619.99,494.0,Muy Alto,Muy Alto,Pérdida
Multi-lateral needs-based collaboration,2022-09-23 00:00:00+00:00,2024-01-25 00:00:00+00:00,2171866.0,-0.6139023217822831,social media,B2C,organic,0.65,838552.42,489.0,Muy Alto,Muy Alto,Pérdida
Ergonomic empowering attitude,2023-04-26 00:00:00+00:00,2024-01-12 00:00:00+00:00,8065967.0,-0.9337249371340102,email,B2C,promotion,0.7,534572.47,261.0,Muy Alto,Muy Alto,Pérdida
Switchable secondary hierarchy,2023-04-29 00:00:00+00:00,2023-11-18 00:00:00+00:00,959134.0,-0.3203348645757528,email,B2B,promotion,0.91,651889.94,203.0,Muy Alto,Muy Alto,Pérdida
Ameliorated bi-directional Graphic Interface,2023-05-07 00:00:00+00:00,2023-11-21 00:00:00+00:00,3491016.0,-0.8243799942480928,podcast,B2C,referral,0.97,613092.25,198.0,Muy Alto,Muy Alto,Pérdida
Secured attitude-oriented info-mediaries,2022-11-14 00:00:00+00:00,2023-10-11 00:00:00+00:00,5139497.0,-0.8362455294749661,email,B2B,paid,0.41,841615.61,331.0,Muy Alto,Muy Alto,Pérdida
Enterprise-wide bandwidth-monitored toolset,2022-08-17 00:00:00+00:00,2024-04-21 00:00:00+00:00,2757778.0,-0.7585681697366503,podcast,B2B,paid,0.4,665815.39,613.0,Muy Alto,Muy Alto,Pérdida
Compatible mobile open system,2023-03-03 00:00:00+00:00,2024-05-29 00:00:00+00:00,3161812.0,-0.8559516758112121,webinar,B2C,paid,0.87,455453.72,453.0,Muy Alto,Muy Alto,Pérdida
Vision-oriented object-oriented structure,2023-04-30 00:00:00+00:00,2024-03-24 00:00:00+00:00,840557.0,-0.6398908699826424,email,B2C,referral,0.85,302692.25,329.0,Muy Alto,Muy Alto,Pérdida
Re-engineered holistic data-warehouse,2022-10-03 00:00:00+00:00,2024-05-09 00:00:00+00:00,280515.0,0.3365083150633656,podcast,B2C,referral,0.36,374910.63,584.0,Muy Alto,Muy Alto,Bajo
Multi-channeled reciprocal utilization,2022-08-21 00:00:00+00:00,2024-07-10 00:00:00+00:00,1647061.0,-0.6758402147825734,social media,B2B,organic,0.7,533910.94,689.0,Muy Alto,Muy Alto,Pérdida
Object-based discrete strategy,2023-07-22 00:00:00+00:00,2023-10-20 00:00:00+00:00,3924175.0,-0.9357093299865578,podcast,B2B,referral,0.59,252287.84,90.0,Muy Alto,Muy Alto,Pérdida
Customizable human-resource monitoring,2023-03-20 00:00:00+00:00,2023-12-06 00:00:00+00:00,5416671.0,-0.864235653226862,webinar,B2B,paid,0.15,735390.8,261.0,Muy Alto,Muy Alto,Pérdida
Synergized actuating policy,2023-04-07 00:00:00+00:00,2024-06-20 00:00:00+00:00,409587.0,1.24905123941922,podcast,B2B,promotion,0.39,921182.15,440.0,Muy Alto,Muy Alto,Medio
Versatile object-oriented access,2023-06-21 00:00:00+00:00,2024-02-21 00:00:00+00:00,2100979.0,-0.8467408765151865,podcast,B2B,referral,0.54,321994.2,245.0,Muy Alto,Muy Alto,Pérdida
De-engineered 24/7 archive,2023-06-15 00:00:00+00:00,2024-01-31 00:00:00+00:00,230998.0,0.7179852206512611,social media,B2C,paid,0.98,396851.15,230.0,Muy Alto,Muy Alto,Bajo
Profit-focused multimedia concept,2022-09-20 00:00:00+00:00,2023-11-04 00:00:00+00:00,336187.0,1.5827993646393226,webinar,B2C,paid,0.8,868303.57,410.0,Muy Alto,Muy Alto,Medio
Vision-oriented transitional process improvement,2023-06-27 00:00:00+00:00,2023-11-26 00:00:00+00:00,554367.0,0.419106296009683,podcast,B2B,organic,0.99,786705.7,152.0,Muy Alto,Muy Alto,Bajo
Pre-emptive mission-critical knowledge user,2023-03-08 00:00:00+00:00,2024-06-28 00:00:00+00:00,7391674.0,-0.9685192609955471,webinar,B2B,promotion,0.69,232695.36,478.0,Muy Alto,Muy Alto,Pérdida
Cross-group object-oriented moderator,2022-08-27 00:00:00+00:00,2023-11-18 00:00:00+00:00,6633163.0,-0.8618104032721644,podcast,B2C,promotion,0.4,916634.12,448.0,Muy Alto,Muy Alto,Pérdida
Grass-roots eco-centric strategy,2022-10-22 00:00:00+00:00,2023-10-25 00:00:00+00:00,3976724.0,-0.8977635360160775,email,B2B,paid,0.33,406566.2,368.0,Muy Alto,Muy Alto,Pérdida
Customizable global hierarchy,2023-04-26 00:00:00+00:00,2023-10-12 00:00:00+00:00,8671638.0,-0.9920014119593092,email,B2B,paid,0.95,69360.86,169.0,Muy Alto,Medio,Pérdida
Future-proofed uniform alliance,2023-03-22 00:00:00+00:00,2024-06-14 00:00:00+00:00,6947496.0,-0.9875960806598522,email,B2B,organic,0.7,86176.18,450.0,Muy Alto,Medio,Pérdida
Balanced asynchronous contingency,2022-10-31 00:00:00+00:00,2024-04-07 00:00:00+00:00,795269.0,-0.02889903919302778,social media,B2C,promotion,0.14,772286.49,524.0,Muy Alto,Muy Alto,Pérdida
Robust disintermediate neural-net,2023-04-17 00:00:00+00:00,2023-11-15 00:00:00+00:00,9239578.0,-0.8972142829466887,social media,B2C,organic,0.31,949696.65,212.0,Muy Alto,Muy Alto,Pérdida
Multi-lateral dynamic encryption,2023-04-21 00:00:00+00:00,2024-01-04 00:00:00+00:00,760166.0,0.06440388020511312,social media,B2B,promotion,0.38,809123.64,258.0,Muy Alto,Muy Alto,Bajo
Customer-focused human-resource algorithm,2022-12-15 00:00:00+00:00,2024-03-07 00:00:00+00:00,3296535.0,-0.7456497322188298,email,B2C,referral,0.77,838474.56,448.0,Muy Alto,Muy Alto,Pérdida
Re-contextualized zero-defect artificial intelligence,2023-04-13 00:00:00+00:00,2024-04-02 00:00:00+00:00,9912034.0,-0.9770583797432496,webinar,B2B,referral,0.67,227398.12,355.0,Muy Alto,Muy Alto,Pérdida
Decentralized system-worthy neural-net,2023-01-24 00:00:00+00:00,2023-10-25 00:00:00+00:00,6590693.0,-0.9175629254768808,email,B2B,promotion,0.9,543317.45,274.0,Muy Alto,Muy Alto,Pérdida
Reduced content-based Graphic Interface,2022-10-26 00:00:00+00:00,2024-03-03 00:00:00+00:00,1694529.0,-0.4779258071121828,social media,B2C,referral,0.76,884669.86,494.0,Muy Alto,Muy Alto,Pérdida
De-engineered non-volatile hardware,2023-02-10 00:00:00+00:00,2024-02-14 00:00:00+00:00,4104124.0,-0.9039892897972869,email,B2C,organic,0.51,394039.86,369.0,Muy Alto,Muy Alto,Pérdida
Intuitive system-worthy interface,2022-12-28 00:00:00+00:00,2024-06-28 00:00:00+00:00,444452.0,-0.32336094786388625,webinar,B2C,referral,0.39,300733.58,548.0,Muy Alto,Muy Alto,Pérdida
Networked systematic budgetary management,2023-02-13 00:00:00+00:00,2023-12-20 00:00:00+00:00,1174247.0,-0.4275129423366634,email,B2B,organic,0.2,672241.21,310.0,Muy Alto,Muy Alto,Pérdida
Open-source radical extranet,2022-12-09 00:00:00+00:00,2023-09-22 00:00:00+00:00,681035.0,-0.7117761935877011,email,B2B,referral,0.56,196290.5,287.0,Muy Alto,Alto,Pérdida
Monitored high-level contingency,2023-02-17 00:00:00+00:00,2023-10-10 00:00:00+00:00,2656378.0,-0.674850299919665,social media,B2B,paid,0.32,863720.51,235.0,Muy Alto,Muy Alto,Pérdida
Switchable actuating encryption,2022-11-25 00:00:00+00:00,2023-09-14 00:00:00+00:00,310448.0,0.13568736149049115,webinar,B2C,referral,0.57,352571.87,293.0,Muy Alto,Muy Alto,Bajo
Profit-focused actuating open architecture,2023-01-14 00:00:00+00:00,2024-03-30 00:00:00+00:00,148067.0,4.254264285762527,social media,B2C,promotion,0.89,777983.15,441.0,Alto,Muy Alto,Medio
Compatible 5thgeneration open architecture,2023-06-27 00:00:00+00:00,2024-06-09 00:00:00+00:00,4326323.0,-0.9342713477472672,social media,B2B,paid,0.27,284363.38,348.0,Muy Alto,Muy Alto,Pérdida
Business-focused systemic policy,2022-08-21 00:00:00+00:00,2024-07-21 00:00:00+00:00,5064373.0,-0.8755383341629853,email,B2B,organic,0.6,630320.3,700.0,Muy Alto,Muy Alto,Pérdida
Front-line high-level encryption,2023-03-31 00:00:00+00:00,2023-09-10 00:00:00+00:00,3087898.0,-0.7840742148866316,podcast,B2B,promotion,0.7,666756.8,163.0,Muy Alto,Muy Alto,Pérdida
Reduced analyzing moratorium,2023-05-12 00:00:00+00:00,2023-08-07 00:00:00+00:00,3031957.0,-0.6942921090239735,email,B2B,promotion,0.19,926893.18,87.0,Muy Alto,Muy Alto,Pérdida
Configurable systematic concept,2023-01-30 00:00:00+00:00,2023-12-03 00:00:00+00:00,8928348.0,-0.898380102343681,email,B2B,referral,0.67,907297.81,307.0,Muy Alto,Muy Alto,Pérdida
Versatile actuating synergy,2023-01-03 00:00:00+00:00,2024-01-28 00:00:00+00:00,647330.0,0.4372907481500935,email,B2B,referral,0.75,930401.42,390.0,Muy Alto,Muy Alto,Bajo
Mandatory neutral ability,2023-03-22 00:00:00+00:00,2024-06-17 00:00:00+00:00,163598.0,-0.232712380346948,email,B2B,organic,0.9,125526.72,453.0,Alto,Alto,Pérdida
Re-contextualized clear-thinking matrix,2022-12-17 00:00:00+00:00,2024-02-15 00:00:00+00:00,113953.0,5.509840109518837,social media,B2B,promotion,0.88,741815.81,425.0,Alto,Muy Alto,Alto
Front-line neutral concept,2023-07-09 00:00:00+00:00,2023-09-21 00:00:00+00:00,2495924.0,-0.8366895586564335,email,B2C,paid,0.73,407610.45,74.0,Muy Alto,Muy Alto,Pérdida
Synergistic optimizing approach,2023-06-25 00:00:00+00:00,2023-10-13 00:00:00+00:00,5997381.0,-0.947510556691329,social media,B2B,paid,0.7,314799.19,110.0,Muy Alto,Muy Alto,Pérdida
Grass-roots content-based synergy,2022-09-03 00:00:00+00:00,2024-06-10 00:00:00+00:00,1170328.0,-0.7979658693972972,email,B2B,referral,0.46,236446.2,646.0,Muy Alto,Muy Alto,Pérdida
Cross-group web-enabled methodology,2023-05-04 00:00:00+00:00,2024-03-10 00:00:00+00:00,825093.0,-0.27792414915651936,podcast,B2B,paid,0.32,595779.73,311.0,Muy Alto,Muy Alto,Pérdida
Total impactful budgetary management,2023-05-07 00:00:00+00:00,2023-09-29 00:00:00+00:00,630442.0,0.28050450318982545,email,B2C,organic,0.5,807283.82,145.0,Muy Alto,Muy Alto,Bajo
Phased background toolset,2022-10-31 00:00:00+00:00,2024-06-28 00:00:00+00:00,7236861.0,-0.9463430056208072,podcast,B2B,referral,0.33,388308.21,606.0,Muy Alto,Muy Alto,Pérdida
Cross-platform web-enabled ability,2023-05-10 00:00:00+00:00,2024-06-16 00:00:00+00:00,3769645.0,-0.8233181692175258,email,B2C,promotion,0.28,666027.78,403.0,Muy Alto,Muy Alto,Pérdida
Quality-focused 4thgeneration database,2022-12-08 00:00:00+00:00,2024-01-04 00:00:00+00:00,63337.0,0.8912155612043513,webinar,B2C,organic,0.61,119783.92,392.0,Medio,Alto,Bajo
Customizable 5thgeneration instruction set,2023-04-01 00:00:00+00:00,2024-06-20 00:00:00+00:00,4170496.0,-0.776971724706126,social media,B2B,referral,0.85,930138.53,446.0,Muy Alto,Muy Alto,Pérdida
Automated real-time productivity,2023-02-26 00:00:00+00:00,2024-02-11 00:00:00+00:00,7232294.0,-0.8926726153555151,podcast,B2C,paid,0.74,776223.2,350.0,Muy Alto,Muy Alto,Pérdida
Advanced systematic complexity,2023-06-10 00:00:00+00:00,2024-04-11 00:00:00+00:00,187352.0,4.282747181775481,podcast,B2C,organic,0.54,989733.25,306.0,Alto,Muy Alto,Medio
Re-engineered reciprocal infrastructure,2023-05-02 00:00:00+00:00,2024-05-14 00:00:00+00:00,380805.0,0.4929398248447367,podcast,B2C,paid,0.78,568518.95,378.0,Muy Alto,Muy Alto,Bajo
Customer-focused holistic orchestration,2023-07-07 00:00:00+00:00,2023-08-10 00:00:00+00:00,241293.0,1.701196553567654,social media,B2C,paid,0.8,651779.82,34.0,Muy Alto,Muy Alto,Medio
Cross-group homogeneous forecast,2023-03-10 00:00:00+00:00,2023-12-04 00:00:00+00:00,4664557.0,-0.9854734758306095,webinar,B2C,referral,0.8,67759.8,269.0,Muy Alto,Medio,Pérdida
Customizable optimizing benchmark,2023-06-06 00:00:00+00:00,2024-01-18 00:00:00+00:00,4179929.0,-0.778957209560258,social media,B2B,referral,0.54,923943.17,226.0,Muy Alto,Muy Alto,Pérdida
Proactive empowering adapter,2022-08-15 00:00:00+00:00,2023-09-26 00:00:00+00:00,744476.0,-0.06777157356315053,email,B2C,referral,0.18,694021.69,407.0,Muy Alto,Muy Alto,Pérdida
Persevering bi-directional project,2023-03-19 00:00:00+00:00,2023-10-23 00:00:00+00:00,9813586.0,-0.9754712140903438,social media,B2C,promotion,0.76,240715.35,218.0,Muy Alto,Muy Alto,Pérdida
